R,420572,420671
R,420672,420771
R,420772,420871
R,420872,420971
R,420972,421071
R,421072,421171
R,421172,421271
R,421272,421371
R,421372,421471
R,421472,421571
R,404934,405033
R,405034,405133
R,405134,405233
R,405234,405333
R,405334,405433
R,405434,405533
R,405534,405633
R,405634,405733
R,405734,405833
R,405834,405933
W,583382,583481
W,583482,583581
W,583582,583681
W,583682,583781
W,583782,583881
W,583882,583981
W,583982,584081
W,584082,584181
W,584182,584281
W,584282,584381
R,618369,618468
R,618469,618568
R,618569,618668
R,618669,618768
R,618769,618868
R,618869,618968
R,618969,619068
R,619069,619168
R,619169,619268
R,619269,619368
W,810217,810316
W,810317,810416
W,810417,810516
W,810517,810616
W,810617,810716
W,810717,810816
W,810817,810916
W,810917,811016
W,811017,811116
W,811117,811216
W,729832,729931
W,729932,730031
W,730032,730131
W,730132,730231
W,730232,730331
W,730332,730431
W,730432,730531
W,730532,730631
W,730632,730731
W,730732,730831
W,100702,100801
W,100802,100901
W,100902,101001
W,101002,101101
W,101102,101201
W,101202,101301
W,101302,101401
W,101402,101501
W,101502,101601
W,101602,101701
W,477010,477109
W,477110,477209
W,477210,477309
W,477310,477409
W,477410,477509
W,477510,477609
W,477610,477709
W,477710,477809
W,477810,477909
W,477910,478009
R,548699,548798
R,548799,548898
R,548899,548998
R,548999,549098
R,549099,549198
R,549199,549298
R,549299,549398
R,549399,549498
R,549499,549598
R,549599,549698
W,398824,398923
W,398924,399023
W,399024,399123
W,399124,399223
W,399224,399323
W,399324,399423
W,399424,399523
W,399524,399623
W,399624,399723
W,399724,399823
R,493578,493677
R,493678,493777
R,493778,493877
R,493878,493977
R,493978,494077
R,494078,494177
R,494178,494277
R,494278,494377
R,494378,494477
R,494478,494577
W,191067,191166
W,191167,191266
W,191267,191366
W,191367,191466
W,191467,191566
W,191567,191666
W,191667,191766
W,191767,191866
W,191867,191966
W,191967,192066
W,803179,803278
W,803279,803378
W,803379,803478
W,803479,803578
W,803579,803678
W,803679,803778
W,803779,803878
W,803879,803978
W,803979,804078
W,804079,804178
W,320055,320154
W,320155,320254
W,320255,320354
W,320355,320454
W,320455,320554
W,320555,320654
W,320655,320754
W,320755,320854
W,320855,320954
W,320955,321054
W,551267,551366
W,551367,551466
W,551467,551566
W,551567,551666
W,551667,551766
W,551767,551866
W,551867,551966
W,551967,552066
W,552067,552166
W,552167,552266
W,540284,540383
W,540384,540483
W,540484,540583
W,540584,540683
W,540684,540783
W,540784,540883
W,540884,540983
W,540984,541083
W,541084,541183
W,541184,541283
W,444989,445088
W,445089,445188
W,445189,445288
W,445289,445388
W,445389,445488
W,445489,445588
W,445589,445688
W,445689,445788
W,445789,445888
W,445889,445988
R,189392,189491
R,189492,189591
R,189592,189691
R,189692,189791
R,189792,189891
R,189892,189991
R,189992,190091
R,190092,190191
R,190192,190291
R,190292,190391
R,476531,476630
R,476631,476730
R,476731,476830
R,476831,476930
R,476931,477030
R,477031,477130
R,477131,477230
R,477231,477330
R,477331,477430
R,477431,477530
W,876770,876869
W,876870,876969
W,876970,877069
W,877070,877169
W,877170,877269
W,877270,877369
W,877370,877469
W,877470,877569
W,877570,877669
W,877670,877769
W,540600,540699
W,540700,540799
W,540800,540899
W,540900,540999
W,541000,541099
W,541100,541199
W,541200,541299
W,541300,541399
W,541400,541499
W,541500,541599
W,275634,275733
W,275734,275833
W,275834,275933
W,275934,276033
W,276034,276133
W,276134,276233
W,276234,276333
W,276334,276433
W,276434,276533
W,276534,276633
W,589801,589900
W,589901,590000
W,590001,590100
W,590101,590200
W,590201,590300
W,590301,590400
W,590401,590500
W,590501,590600
W,590601,590700
W,590701,590800
W,660245,660344
W,660345,660444
W,660445,660544
W,660545,660644
W,660645,660744
W,660745,660844
W,660845,660944
W,660945,661044
W,661045,661144
W,661145,661244
W,82373,82472
W,82473,82572
W,82573,82672
W,82673,82772
W,82773,82872
W,82873,82972
W,82973,83072
W,83073,83172
W,83173,83272
W,83273,83372
W,243036,243135
W,243136,243235
W,243236,243335
W,243336,243435
W,243436,243535
W,243536,243635
W,243636,243735
W,243736,243835
W,243836,243935
W,243936,244035
W,220461,220560
W,220561,220660
W,220661,220760
W,220761,220860
W,220861,220960
W,220961,221060
W,221061,221160
W,221161,221260
W,221261,221360
W,221361,221460
W,100608,100707
W,100708,100807
W,100808,100907
W,100908,101007
W,101008,101107
W,101108,101207
W,101208,101307
W,101308,101407
W,101408,101507
W,101508,101607
W,573866,573965
W,573966,574065
W,574066,574165
W,574166,574265
W,574266,574365
W,574366,574465
W,574466,574565
W,574566,574665
W,574666,574765
W,574766,574865
W,26697,26796
W,26797,26896
W,26897,26996
W,26997,27096
W,27097,27196
W,27197,27296
W,27297,27396
W,27397,27496
W,27497,27596
W,27597,27696
W,370140,370239
W,370240,370339
W,370340,370439
W,370440,370539
W,370540,370639
W,370640,370739
W,370740,370839
W,370840,370939
W,370940,371039
W,371040,371139
R,21637,21736
R,21737,21836
R,21837,21936
R,21937,22036
R,22037,22136
R,22137,22236
R,22237,22336
R,22337,22436
R,22437,22536
R,22537,22636
W,210577,210676
W,210677,210776
W,210777,210876
W,210877,210976
W,210977,211076
W,211077,211176
W,211177,211276
W,211277,211376
W,211377,211476
W,211477,211576
R,101501,101600
R,101601,101700
R,101701,101800
R,101801,101900
R,101901,102000
R,102001,102100
R,102101,102200
R,102201,102300
R,102301,102400
R,102401,102500
R,350294,350393
R,350394,350493
R,350494,350593
R,350594,350693
R,350694,350793
R,350794,350893
R,350894,350993
R,350994,351093
R,351094,351193
R,351194,351293
W,39379,39478
W,39479,39578
W,39579,39678
W,39679,39778
W,39779,39878
W,39879,39978
W,39979,40078
W,40079,40178
W,40179,40278
W,40279,40378
W,358555,358654
W,358655,358754
W,358755,358854
W,358855,358954
W,358955,359054
W,359055,359154
W,359155,359254
W,359255,359354
W,359355,359454
W,359455,359554
W,169425,169524
W,169525,169624
W,169625,169724
W,169725,169824
W,169825,169924
W,169925,170024
W,170025,170124
W,170125,170224
W,170225,170324
W,170325,170424
W,676202,676301
W,676302,676401
W,676402,676501
W,676502,676601
W,676602,676701
W,676702,676801
W,676802,676901
W,676902,677001
W,677002,677101
W,677102,677201
R,442314,442413
R,442414,442513
R,442514,442613
R,442614,442713
R,442714,442813
R,442814,442913
R,442914,443013
R,443014,443113
R,443114,443213
R,443214,443313
W,409905,410004
W,410005,410104
W,410105,410204
W,410205,410304
W,410305,410404
W,410405,410504
W,410505,410604
W,410605,410704
W,410705,410804
W,410805,410904
R,357152,357251
R,357252,357351
R,357352,357451
R,357452,357551
R,357552,357651
R,357652,357751
R,357752,357851
R,357852,357951
R,357952,358051
R,358052,358151
W,12437,12536
W,12537,12636
W,12637,12736
W,12737,12836
W,12837,12936
W,12937,13036
W,13037,13136
W,13137,13236
W,13237,13336
W,13337,13436
W,240131,240230
W,240231,240330
W,240331,240430
W,240431,240530
W,240531,240630
W,240631,240730
W,240731,240830
W,240831,240930
W,240931,241030
W,241031,241130
W,287878,287977
W,287978,288077
W,288078,288177
W,288178,288277
W,288278,288377
W,288378,288477
W,288478,288577
W,288578,288677
W,288678,288777
W,288778,288877
W,621077,621176
W,621177,621276
W,621277,621376
W,621377,621476
W,621477,621576
W,621577,621676
W,621677,621776
W,621777,621876
W,621877,621976
W,621977,622076
R,1525,1624
R,1625,1724
R,1725,1824
R,1825,1924
R,1925,2024
R,2025,2124
R,2125,2224
R,2225,2324
R,2325,2424
R,2425,2524
W,239416,239515
W,239516,239615
W,239616,239715
W,239716,239815
W,239816,239915
W,239916,240015
W,240016,240115
W,240116,240215
W,240216,240315
W,240316,240415
W,414406,414505
W,414506,414605
W,414606,414705
W,414706,414805
W,414806,414905
W,414906,415005
W,415006,415105
W,415106,415205
W,415206,415305
W,415306,415405
R,418227,418326
R,418327,418426
R,418427,418526
R,418527,418626
R,418627,418726
R,418727,418826
R,418827,418926
R,418927,419026
R,419027,419126
R,419127,419226
W,157687,157786
W,157787,157886
W,157887,157986
W,157987,158086
W,158087,158186
W,158187,158286
W,158287,158386
W,158387,158486
W,158487,158586
W,158587,158686
W,561405,561504
W,561505,561604
W,561605,561704
W,561705,561804
W,561805,561904
W,561905,562004
W,562005,562104
W,562105,562204
W,562205,562304
W,562305,562404
W,312058,312157
W,312158,312257
W,312258,312357
W,312358,312457
W,312458,312557
W,312558,312657
W,312658,312757
W,312758,312857
W,312858,312957
W,312958,313057
W,188002,188101
W,188102,188201
W,188202,188301
W,188302,188401
W,188402,188501
W,188502,188601
W,188602,188701
W,188702,188801
W,188802,188901
W,188902,189001
W,83467,83566
W,83567,83666
W,83667,83766
W,83767,83866
W,83867,83966
W,83967,84066
W,84067,84166
W,84167,84266
W,84267,84366
W,84367,84466
R,316177,316276
R,316277,316376
R,316377,316476
R,316477,316576
R,316577,316676
R,316677,316776
R,316777,316876
R,316877,316976
R,316977,317076
R,317077,317176
W,2358,2457
W,2458,2557
W,2558,2657
W,2658,2757
W,2758,2857
W,2858,2957
W,2958,3057
W,3058,3157
W,3158,3257
W,3258,3357
W,118904,119003
W,119004,119103
W,119104,119203
W,119204,119303
W,119304,119403
W,119404,119503
W,119504,119603
W,119604,119703
W,119704,119803
W,119804,119903
W,100181,100280
W,100281,100380
W,100381,100480
W,100481,100580
W,100581,100680
W,100681,100780
W,100781,100880
W,100881,100980
W,100981,101080
W,101081,101180
W,81346,81445
W,81446,81545
W,81546,81645
W,81646,81745
W,81746,81845
W,81846,81945
W,81946,82045
W,82046,82145
W,82146,82245
W,82246,82345
W,133421,133520
W,133521,133620
W,133621,133720
W,133721,133820
W,133821,133920
W,133921,134020
W,134021,134120
W,134121,134220
W,134221,134320
W,134321,134420
R,347053,347152
R,347153,347252
R,347253,347352
R,347353,347452
R,347453,347552
R,347553,347652
R,347653,347752
R,347753,347852
R,347853,347952
R,347953,348052
W,40664,40763
W,40764,40863
W,40864,40963
W,40964,41063
W,41064,41163
W,41164,41263
W,41264,41363
W,41364,41463
W,41464,41563
W,41564,41663
R,909851,909950
R,909951,910050
R,910051,910150
R,910151,910250
R,910251,910350
R,910351,910450
R,910451,910550
R,910551,910650
R,910651,910750
R,910751,910850
W,655362,655461
W,655462,655561
W,655562,655661
W,655662,655761
W,655762,655861
W,655862,655961
W,655962,656061
W,656062,656161
W,656162,656261
W,656262,656361
W,372449,372548
W,372549,372648
W,372649,372748
W,372749,372848
W,372849,372948
W,372949,373048
W,373049,373148
W,373149,373248
W,373249,373348
W,373349,373448
R,8898,8997
R,8998,9097
R,9098,9197
R,9198,9297
R,9298,9397
R,9398,9497
R,9498,9597
R,9598,9697
R,9698,9797
R,9798,9897
W,718499,718598
W,718599,718698
W,718699,718798
W,718799,718898
W,718899,718998
W,718999,719098
W,719099,719198
W,719199,719298
W,719299,719398
W,719399,719498
W,41203,41302
W,41303,41402
W,41403,41502
W,41503,41602
W,41603,41702
W,41703,41802
W,41803,41902
W,41903,42002
W,42003,42102
W,42103,42202
R,394792,394891
R,394892,394991
R,394992,395091
R,395092,395191
R,395192,395291
R,395292,395391
R,395392,395491
R,395492,395591
R,395592,395691
R,395692,395791
R,48257,48356
R,48357,48456
R,48457,48556
R,48557,48656
R,48657,48756
R,48757,48856
R,48857,48956
R,48957,49056
R,49057,49156
R,49157,49256
W,70863,70962
W,70963,71062
W,71063,71162
W,71163,71262
W,71263,71362
W,71363,71462
W,71463,71562
W,71563,71662
W,71663,71762
W,71763,71862
W,99401,99500
W,99501,99600
W,99601,99700
W,99701,99800
W,99801,99900
W,99901,100000
W,100001,100100
W,100101,100200
W,100201,100300
W,100301,100400
W,343652,343751
W,343752,343851
W,343852,343951
W,343952,344051
W,344052,344151
W,344152,344251
W,344252,344351
W,344352,344451
W,344452,344551
W,344552,344651
W,301903,302002
W,302003,302102
W,302103,302202
W,302203,302302
W,302303,302402
W,302403,302502
W,302503,302602
W,302603,302702
W,302703,302802
W,302803,302902
W,626742,626841
W,626842,626941
W,626942,627041
W,627042,627141
W,627142,627241
W,627242,627341
W,627342,627441
W,627442,627541
W,627542,627641
W,627642,627741
R,65835,65934
R,65935,66034
R,66035,66134
R,66135,66234
R,66235,66334
R,66335,66434
R,66435,66534
R,66535,66634
R,66635,66734
R,66735,66834
W,7851,7950
W,7951,8050
W,8051,8150
W,8151,8250
W,8251,8350
W,8351,8450
W,8451,8550
W,8551,8650
W,8651,8750
W,8751,8850
W,448544,448643
W,448644,448743
W,448744,448843
W,448844,448943
W,448944,449043
W,449044,449143
W,449144,449243
W,449244,449343
W,449344,449443
W,449444,449543
W,368332,368431
W,368432,368531
W,368532,368631
W,368632,368731
W,368732,368831
W,368832,368931
W,368932,369031
W,369032,369131
W,369132,369231
W,369232,369331
W,431221,431320
W,431321,431420
W,431421,431520
W,431521,431620
W,431621,431720
W,431721,431820
W,431821,431920
W,431921,432020
W,432021,432120
W,432121,432220
W,702004,702103
W,702104,702203
W,702204,702303
W,702304,702403
W,702404,702503
W,702504,702603
W,702604,702703
W,702704,702803
