W,844422,844498
W,258917,258968
W,783798,783829
W,583382,583472
W,281838,281913
W,250507,250598
W,810217,810307
W,729832,729921
W,472143,472153
W,610887,610978
R,477010,477096
R,805028,805083
W,719704,719744
W,668153,668154
W,867602,867627
W,870471,870490
W,238616,238712
W,447970,447978
R,507941,508034
W,551267,551337
W,814467,814521
W,603186,603245
W,596287,596326
R,290330,290349
W,612773,612839
W,89825,89901
W,923381,923465
W,923082,923136
W,705283,705311
W,849486,849575
W,949764,949822
W,660245,660344
W,793325,793334
W,486444,486507
R,243036,243109
W,220461,220540
R,815913,815923
W,697670,697675
W,910016,910069
W,26697,26760
W,575953,575992
R,980516,980520
R,961031,961050
W,210577,210657
R,22783,22826
W,259920,259942
W,350294,350312
W,39379,39389
W,199356,199392
R,838326,838417
R,672640,672736
W,676202,676286
W,250688,250748
W,174820,174867
W,569113,569164
R,357152,357235
W,560600,560602
R,335917,335922
W,240131,240226
W,287878,287914
W,633748,633810
W,388017,388059
W,1525,1545
W,239416,239480
W,875423,875480
W,402267,402337
W,662196,662201
W,259227,259243
W,487266,487322
W,883875,883924
W,466892,466973
W,812415,812434
W,633089,633098
W,986821,986861
W,316177,316199
W,2358,2440
W,97785,97797
W,873653,873681
W,100181,100266
W,81346,81374
R,792341,792427
W,520866,520931
R,871863,871891
W,40664,40732
W,946502,946595
W,42005,42080
W,655362,655433
W,640141,640178
R,207844,207903
W,151024,151058
W,718499,718533
W,41203,41220
W,289531,289571
R,293407,293455
W,48257,48275
W,70863,70903
W,414722,414732
W,474005,474089
W,343652,343700
W,426535,426565
W,894399,894491
W,375571,375668
W,65835,65844
W,61157,61158
W,519004,519049
W,584889,584957
R,368332,368430
W,777100,777143
W,63858,63944
W,903010,903055
R,118911,118951
R,42102,42196
W,146355,146375
W,546391,546406
W,982989,983004
W,679929,680016
W,917046,917078
R,498647,498714
W,609771,609793
W,962566,962656
R,35469,35484
W,784166,784250
R,718131,718211
R,84644,84731
R,225091,225096
R,843954,843987
